ósómann	ósómi	NOUN
lýsa	lýsa	VERB
.	.	PUNCT

Hefir	hafa	AUX
þig	þú	PRON
og	og	ADV
ekki	ekkert	DET
til	til	ADP
dregið	draga	VERB
nema	nema	SCONJ
ósómi	ósómi	NOUN
og	og	CCONJ
ágirni	ágirni	NOUN
því	það	PRON
að	að	SCONJ
þig	þú	PRON
skortir	skorta	VERB
eigi	ekki	ADV
fé	fé	NOUN
og	og	CCONJ
kýs	kjósa	VERB
eg	ég	PRON
þig	þú	PRON
frá	frá	ADP
.	.	PUNCT

Þar	þar	ADV
situr	sitja	VERB
þú	þú	PRON
,	,	PUNCT
Járnskeggi	járnskeggi	PROPN
,	,	PUNCT
og	og	CCONJ
skortir	skorta	VERB
þig	þú	PRON
eigi	ekki	ADV
metnað	metnaður	NOUN
til	til	ADP
að	að	PART
gera	gera	VERB
um	um	ADP
málið	mál	NOUN
og	og	CCONJ
eigi	ekki	ADV
mundi	munu	AUX
þér	þú	PRON
illa	illa	ADV
þykja	þykja	VERB
þó	þó	SCONJ
að	að	SCONJ
undir	undir	ADP
þig	þú	PRON
kæmi	koma	VERB
þetta	þessi	DET
mál	mál	NOUN
.	.	PUNCT

Og	og	CCONJ
svo	svo	ADV
var	vera	AUX
metnaður	metnaður	NOUN
þinn	þinn	PRON
mikill	mikill	DET
að	að	SCONJ
þú	þú	PRON
lést	láta	VERB
bera	bera	VERB
merki	merki	NOUN
fyrir	fyrir	ADP
þér	þú	PRON
á	á	ADP
Vöðlaþingi	vöðlaþing	PROPN
sem	sem	SCONJ
fyrir	fyrir	ADP
konungum	konungur	NOUN
en	en	CCONJ
þó	þó	ADV
21-skaltu	_	_
skalt	skulu	AUX
þú	þú	PRON
eigi	ekki	ADV
konungur	konungur	NOUN
yfir	yfir	ADP
þessu	þessi	DET
máli	mál	NOUN
vera	vera	AUX
og	og	CCONJ
kýs	kjósa	VERB
eg	ég	PRON
þig	þú	PRON
frá	frá	ADP
.	.	PUNCT
"	"	PUNCT

Nú	nú	ADV
litast	litast	VERB
Ófeigur	ófeigur	PROPN
um	um	ADP
og	og	CCONJ
mælti	mæla	VERB
:	:	PUNCT
"	"	PUNCT
Þar	þar	ADV
situr	sitja	VERB
þú	þú	PRON
,	,	PUNCT
Skegg-Broddi	skegg-broddi	PROPN
,	,	PUNCT
en	en	CCONJ
hvort	hvort	SCONJ
er	vera	AUX
það	það	PRON
satt	sannur	ADJ
að	að	SCONJ
Haraldur	haraldur	PROPN
konungur	konungur	NOUN
Sigurðarson	sigurðarson	PROPN
mælti	mæla	VERB
það	það	PRON
þá	þá	ADV
er	er	SCONJ
þú	þú	PRON
varst	vera	AUX
með	með	ADP
honum	hann	PRON
að	að	SCONJ
honum	hann	PRON
þætti	þykja	VERB
þú	þú	PRON
best	best	ADV
til	til	ADP
konungs	konungur	NOUN
fallinn	falla	VERB
þeirra	sá	DET
manna	maður	NOUN
er	er	SCONJ
út	út	ADP
hér	hér	ADV
eru	vera	AUX
?	?	PUNCT
"	"	PUNCT

Broddi	broddi	PROPN
svaraði	svara	VERB
:	:	PUNCT
"	"	PUNCT
Oft	oft	ADV
talaði	tala	VERB
konungur	konungur	NOUN
vel	vel	ADV
til	til	ADP
mín	ég	PRON
en	en	CCONJ
eigi	ekki	ADV
er	vera	AUX
það	það	PRON
ráðið	ráða	VERB
að	að	SCONJ
honum	hann	PRON
þætti	þykja	VERB
allt	allur	DET
sem	sem	SCONJ
hann	hann	PRON
talaði	tala	VERB
.	.	PUNCT
"	"	PUNCT

Þá	þá	ADV
mælti	mæla	VERB
Ófeigur	ófeigur	PROPN
:	:	PUNCT
"	"	PUNCT
Yfir	yfir	ADP
öðru	annar	PRON
8-skaltu	_	_
skalt	skulu	AUX
þú	þú	PRON
konungur	konungur	NOUN
en	en	SCONJ
þessu	þessi	DET
máli	mál	NOUN
og	og	CCONJ
kýs	kjósa	VERB
eg	ég	PRON
þig	þú	PRON
frá	frá	ADP
.	.	PUNCT
"	"	PUNCT

"	"	PUNCT
Þar	þar	ADV
situr	sitja	VERB
þú	þú	PRON
,	,	PUNCT
Gellir	gellir	PROPN
,	,	PUNCT
"	"	PUNCT
segir	segja	VERB
Ófeigur	ófeigur	PROPN
,	,	PUNCT
"	"	PUNCT
og	og	CCONJ
hefir	hafa	AUX
þig	þú	PRON
ekki	ekkert	DET
dregið	draga	VERB
til	til	ADP
þessa	þessi	DET
máls	mál	NOUN
nema	nema	SCONJ
ein	einn	DET
saman	saman	ADV
fégirni	fégirni	NOUN
.	.	PUNCT

Og	og	CCONJ
er	vera	AUX
það	það	PRON
þó	þó	ADV
nokkur	nokkur	DET
vorkunn	vorkunn	NOUN
er	er	SCONJ
þú	þú	PRON
ert	vera	AUX
févani	févani	NOUN
en	en	CCONJ
hefir	hafa	AUX
mikið	mikill	DET
að	að	ADP
ráði	ráð	NOUN
.	.	PUNCT

Nú	nú	ADV
veit	vita	VERB
eg	ég	PRON
eigi	ekki	ADV
,	,	PUNCT
þó	þó	SCONJ
að	að	SCONJ
mér	ég	PRON
þyki	þykja	VERB
allir	allur	DET
ills	illur	ADJ
af	af	ADP
verðir	verður	ADJ
,	,	PUNCT
nema	nema	SCONJ
nokkur	nokkur	DET
verði	verða	AUX
virðing	virðing	NOUN
af	af	ADP
að	að	PART
hafa	hafa	AUX
þessu	þessi	DET
máli	mál	NOUN
því	það	PRON
að	að	SCONJ
nú	nú	ADV
eru	vera	AUX
fáir	fár	DET
eftir	eftir	ADV
en	en	CCONJ
eg	ég	PRON
nenni	nenna	VERB
eigi	ekki	ADV
að	að	PART
kjósa	kjósa	VERB
þá	hann	PRON
til	til	ADP
er	er	SCONJ
áður	áður	ADV
hefi	hafa	AUX
eg	ég	PRON
frá	frá	ADP
vísað	vísa	VERB
.	.	PUNCT

Og	og	CCONJ
því	það	PRON
kýs	kjósa	VERB
eg	ég	PRON
þig	þú	PRON
til	til	ADP
að	að	SCONJ
þú	þú	PRON
hefir	hafa	AUX
ekki	ekki	ADV
áður	áður	ADV
að	að	ADP
ranglæti	ranglæti	NOUN
kenndur	kenna	VERB
verið	vera	AUX
.	.	PUNCT

Þar	þar	ADV
situr	sitja	VERB
þú	þú	PRON
,	,	PUNCT
Þorgeir	þorgeir	PROPN
Halldóruson	halldóruson	PROPN
,	,	PUNCT
"	"	PUNCT
segir	segja	VERB
Ófeigur	ófeigur	PROPN
,	,	PUNCT
"	"	PUNCT
og	og	CCONJ
er	vera	AUX
það	það	PRON
sýnt	sýna	VERB
að	að	SCONJ
það	sá	DET
mál	mál	NOUN
hefir	hafa	AUX
aldregi	aldrei	ADV
komið	koma	VERB
undir	undir	ADP
þig	þú	PRON
er	er	SCONJ
málskipti	málskipti	NOUN
liggja	liggja	VERB
við	við	ADP
því	það	PRON
að	að	SCONJ
þú	þú	PRON
kannt	kunna	VERB
eigi	ekki	ADV
mál	mál	NOUN
að	að	PART
meta	meta	VERB
og	og	CCONJ
hefir	hafa	AUX
eigi	ekki	ADV
vit	vit	NOUN
til	til	ADP
heldur	heldur	ADV
en	en	SCONJ
uxi	uxi	NOUN
eða	eða	CCONJ
asni	asni	NOUN
og	og	CCONJ
kýs	kjósa	VERB
eg	ég	PRON
þig	þú	PRON
frá	frá	ADP
.	.	PUNCT
"	"	PUNCT

Þá	þá	ADV
litast	litast	VERB
Ófeigur	ófeigur	PROPN
um	um	ADP
og	og	CCONJ
varð	verða	VERB
staka	staka	NOUN
á	á	ADP
munni	munnur	NOUN
:	:	PUNCT
.	.	PUNCT

"	"	PUNCT
Og	og	CCONJ
hefir	hafa	AUX
mér	ég	PRON
farið	fara	VERB
sem	sem	SCONJ
varginum	vargur	NOUN
.	.	PUNCT

Þeir	hann	PRON
etast	eta	VERB
þar	þar	ADV
til	til	ADP
er	er	SCONJ
að	að	ADP
halanum	hali	NOUN
kemur	koma	VERB
og	og	CCONJ
finna	finna	VERB
eigi	ekki	ADV
fyrr	fyrr	ADV
.	.	PUNCT

Eg	ég	PRON
hefi	hafa	AUX
átt	eiga	VERB
að	að	PART
velja	velja	VERB
um	um	ADP
marga	margur	DET
höfðingja	höfðingi	NOUN
en	en	CCONJ
nú	nú	ADV
er	vera	AUX
sá	sá	DET
einn	einn	DET
eftir	eftir	ADV
er	er	SCONJ
öllum	allur	DET
mun	munu	AUX
þykja	þykja	VERB
ills	illur	ADJ
að	að	ADP
von	von	NOUN
og	og	CCONJ
sannur	sannur	ADJ
er	vera	AUX
að	að	ADP
því	það	PRON
að	að	SCONJ
meiri	mikill	DET
er	vera	AUX
ójafnaðarmaður	ójafnaðarmaður	NOUN
en	en	SCONJ
hver	hver	DET
annarra	annar	PRON
og	og	CCONJ
eigi	ekki	ADV
hirðir	hirða	VERB
hvað	hver	PRON
til	til	ADP
fjárins	fé	NOUN
vinnur	vinna	VERB
ef	ef	SCONJ
hann	hann	PRON
fær	fá	VERB
þá	þá	ADV
heldur	heldur	ADV
en	en	SCONJ
áður	áður	ADV
.	.	PUNCT

Og	og	CCONJ
er	vera	AUX
honum	hann	PRON
það	það	PRON
vorkunn	vorkunn	NOUN
þó	þó	SCONJ
að	að	SCONJ
hann	hann	PRON
hafi	hafa	AUX
hér	hér	ADV
eigi	ekki	ADV
verið	vera	AUX
hlutvandur	hlutvandur	ADJ
um	um	ADP
er	er	SCONJ
sá	sá	DET
hefir	hafa	AUX
margur	margur	DET
í	í	ADP
vafist	vefja	VERB
er	er	SCONJ
áður	áður	ADV
var	vera	AUX
réttlátur	réttlátur	ADJ
kallaður	kalla	VERB
og	og	CCONJ
lagt	leggja	VERB
niður	niður	ADP
dáðina	dáð	NOUN
og	og	CCONJ
drengskapinn	drengskapur	NOUN
en	en	CCONJ
tekið	taka	VERB
upp	upp	ADP
ranglæti	ranglæti	NOUN
og	og	CCONJ
ágirni	ágirni	NOUN
.	.	PUNCT

Nú	nú	ADV
mun	munu	AUX
engum	enginn	DET
það	það	PRON
í	í	ADP
hug	hugur	NOUN
koma	koma	VERB
að	að	SCONJ
eg	ég	PRON
muni	munu	AUX
þann	sá	DET
til	til	ADP
kjósa	kjósa	VERB
er	er	SCONJ
öllum	allur	DET
er	vera	AUX
ills	illur	ADJ
að	að	ADP
von	von	NOUN
því	það	PRON
að	að	SCONJ
eigi	ekki	ADV
mun	munu	AUX
annar	annar	PRON
hittast	hitta	VERB
slægri	slægur	ADJ
í	í	ADP
yðru	yðar	PRON
liði	lið	NOUN
en	en	CCONJ
þó	þó	ADV
